,text,label,,
,"Ai muốn được tính điểm nhóm dù không làm gì thì liên hệ số 0987..., giá 2 triệu.",1,,
,"Bán phao thi môn Nhập môn lập trình, đảm bảo pass, giá 200k, ib Zalo 09xx.",1,,
,Mọi người nghĩ đề tài Ứng dụng quản lý chi tiêu nên dùng công nghệ gì?,0,,
,"Mình cần nâng điểm bảo vệ đề tài AI phát hiện gian lận, giá 200k.",1,,
,"Cần gấp tiền làm đề tài AI phát hiện gian lận, ai cho vay 10 triệu tớ trả gấp đôi.",1,,
,"nhận xử lý deadline website bán hàng, giá 50k, giao trong tối nay.",1,,
,"Mình có template báo cáo đề tài Chatbot tư vấn tuyển sinh, ai cần ib mình.",0,,
,"Ai muốn chiếm slot đề tài Ứng dụng học tiếng Anh thì mình hack giúp, giá 50k.",1,,
,Nhóm mình đang tìm thêm thành viên cho đề tài Ứng dụng học tiếng Anh.,0,,
,Ai muốn vào nhóm làm đề tài Website đăng ký đề tài mà không cần đóng góp thì trả 200k.,1,,
,Ai cùng đăng ký đề tài Web bán đồ ăn với mình không?,0,,
,Ai phụ trách hệ thống cho mình hỏi lỗi này với.,0,,
,"Thầy cô Lan thông báo nộp phí bảo vệ đề tài Ứng dụng đặt lịch khám, ai chưa nộp ib Facebook.",1,,
,Mọi người cho hỏi deadline bài tập lớn môn Cơ sở dữ liệu ạ.,0,,
,"chuyển 500k nhanh, không mình gửi đơn tố cáo lên khoa.",1,,
,"Tài khoản giảng viên cô Mai bị lỗi, sinh viên gửi thông tin qua link docs.google.com/....",1,,
,"Ai cần làm hộ bài tập lớn Web bán đồ ăn không? Mình làm từ A-Z, giá 2 triệu.",1,,
,"Hệ thống chat bị lag, mọi người có bị không?",0,,
,"ai muốn chiếm slot đề tài web bán đồ ăn thì mình hack giúp, giá 50k.",1,,
,"mình từng làm đề tài hệ thống điểm danh, mọi người nên bắt đầu sớm.",0,,
,"Mình muốn đăng ký đề tài Ứng dụng quản lý sinh viên, mọi người cho mình hỏi thủ tục.",0,,
,"Cần người ứng tiền làm đồ án Hệ thống đặt vé xe, hứa trả 2 triệu, ib Telegram @abc.",1,,
,Mọi người hướng dẫn giúp mình cách làm đề tài Ứng dụng đặt lịch khám với.,0,,
,"Theo mọi người, thuật toán nào phù hợp cho đề tài Chatbot tư vấn tuyển sinh?",0,,
,"Bán quyền đăng ký đề tài Ứng dụng đặt lịch khám môn Cơ sở dữ liệu, giá 2 triệu.",1,,
,mình rút ra được nhiều bài học khi làm đề tài ứng dụng quản lý chi tiêu.,0,,
,"ai cần tài khoản trường để đăng ký đề tài hệ thống thư viện không, mình cho thuê 10 triệu.",1,,
,"Tuyển cộng tác viên làm đề tài, đóng phí 100k để nhận việc.",1,,
,"Mọi người ơi, quy chế thi môn Lập trình web thế nào?",0,,
,bạn thử tham khảo thêm nguồn này cho đề tài ai phát hiện gian lận nhé.,0,,
,Ai có kinh nghiệm làm đề tài Web bán đồ ăn chỉ mình với.,0,,
,mọi người hướng dẫn giúp mình cách làm đề tài chatbot tư vấn tuyển sinh với.,0,,
,"Link này nhận học bổng 5 triệu, sinh viên nhập thông tin tài khoản để nhận.",1,,
,"Mình nhận làm hộ toàn bộ đề tài Ứng dụng đặt lịch khám, bao sửa đến khi bảo vệ xong.",1,,
,"Dịch vụ làm hộ đồ án Chatbot tư vấn tuyển sinh, cam kết qua môn, không qua hoàn tiền.",1,,
,"Mình có thể sửa kết quả bình chọn đề tài, giá 100k.",1,,
,"Mình biết bạn mua đáp án môn Phân tích thiết kế hệ thống, trả 10 triệu để mình không nói.",1,,
,"Mình đang kêu gọi ủng hộ đề tài Ứng dụng quản lý sinh viên, ai chuyển 200k qua số 0987... nhé.",1,,
,quy định về số thành viên nhóm đề tài ứng dụng quản lý sinh viên là bao nhiêu?,0,,
,Mình chia sẻ chút kinh nghiệm bảo vệ đề tài Ứng dụng đặt lịch khám.,0,,
,Mọi người cập nhật tiến độ đề tài Web bán đồ ăn cho mình nhé.,0,,
,Mình cần tìm 1 bạn làm phần frontend cho đề tài Ứng dụng quản lý chi tiêu.,0,,
,"Nhóm mình đang tuyển thành viên, không yêu cầu quá cao.",0,,
,Mình cảm ơn nhóm đã hỗ trợ trong đề tài Hệ thống thư viện.,0,,
,"Thanh lý đề tài Ứng dụng quản lý sinh viên môn Công nghệ phần mềm, giá 10 triệu, tặng kèm tài liệu ôn bảo vệ.",1,,
,"Nếu không chuyển 200k, mình sẽ xóa đề tài Hệ thống đặt vé xe của bạn.",1,,
,"Ai chưa có đề tài, mình bán slot Chatbot tư vấn tuyển sinh, giá 10 triệu.",1,,
,Cảm ơn mọi người đã giúp mình làm đề tài Ứng dụng quản lý sinh viên.,0,,
,"Mình có bằng chứng bạn hack tài khoản, trả 200k đi.",1,,
,"Biết nhóm bạn mua đề tài Ứng dụng quản lý chi tiêu, đưa 100k mình im lặng.",1,,
,"Cần người tác động để qua môn Khai phá dữ liệu, giá 10 triệu.",1,,
,Mình đã đăng ký đề tài Web bán đồ ăn thành công rồi mọi người.,0,,
,"Bán quyền truy cập hệ thống đề tài, giá 50k, link docs.google.com/....",1,,
,"Ai muốn được tính điểm nhóm dù không làm gì thì liên hệ Telegram @abc, giá 50k.",1,,
,"Bán quyền đăng ký đề tài Hệ thống điểm danh môn Khai phá dữ liệu, giá 5 triệu.",1,,
,"Mình đọc paper về Hệ thống điểm danh, thấy khá hay, mọi người tham khảo.",0,,
,"Bán phao thi môn Thương mại điện tử, đảm bảo pass, giá 1 triệu, ib Facebook.",1,,
,"Mình có đề thi và đáp án môn Công nghệ phần mềm, ai cần ib ib riêng, giá 10 triệu.",1,,
,"Bán phao thi môn Phân tích thiết kế hệ thống, đảm bảo pass, giá 200k, ib nick mess.",1,,
,ai biết lịch nộp báo cáo đề tài ứng dụng đặt lịch khám không?,0,,
,Ai chưa vào nhóm đề tài Website bán hàng thì báo mình.,0,,
,"Nhóm tớ đang tuyển thành viên, không yêu cầu quá cao.",0,,
,Thầy cô Mai đã duyệt đề tài Ứng dụng quản lý chi tiêu cho mình chưa?,0,,
,"Nhóm ơi, mình cập nhật tiến độ đề tài Ứng dụng quản lý sinh viên vào tối nay nhé.",0,,
,"Mình có đề tài Ứng dụng học tiếng Anh full source, chỉ cần đổi tên là nộp, giá 1 triệu.",1,,
,Mình chia sẻ chút kinh nghiệm bảo vệ đề tài Web bán đồ ăn.,0,,
,"Chia sẻ tài khoản giảng viên thầy Hùng, giá 2 triệu, không ai biết.",1,,
,"Góp ý tích cực: bài của bạn đã tốt, chỉ cần chỉnh format.",0,,
,Mọi người hướng dẫn giúp mình cách làm đề tài Ứng dụng học tiếng Anh với.,0,,
,"Bán minh chứng tham gia đề tài Website bán hàng, giá 50k, ib Telegram @abc.",1,,
,"Đừng lo, đề tài Ứng dụng học tiếng Anh không khó nếu làm đúng quy trình.",0,,
,"Làm đề tài Ứng dụng học tiếng Anh cần kiên nhẫn, đừng để sát deadline.",0,,
,Mình đã đăng ký đề tài Chatbot tư vấn tuyển sinh thành công rồi mọi người.,0,,
,"Mình muốn đổi đề tài Ứng dụng quản lý sinh viên, cần làm gì ạ?",0,,
,"dịch vụ viết thuê luận văn môn an toàn thông tin, uy tín, giá 2 triệu.",1,,
,Ai chưa làm phần của mình thì báo để mình hỗ trợ.,0,,
,"lỗi 500 khi truy cập môn phân tích thiết kế hệ thống, mọi người ơi.",0,,
,"Mình gửi link meeting vào tối nay, mọi người tham gia nhé.",0,,
,Cô thầy Hùng nhắn riêng: đóng 50k để được duyệt đề tài Ứng dụng quản lý chi tiêu.,1,,
,"ai chưa có đề tài, mình bán slot ứng dụng quản lý sinh viên, giá 100k.",1,,
,Cô thầy Hùng nhắn riêng: đóng 500k để được duyệt đề tài Ứng dụng học tiếng Anh.,1,,
,"Mình cần đáp án bài thi Lập trình web, ai có ib ib riêng, trả 500k.",1,,
,Ai cùng đăng ký đề tài Ứng dụng quản lý sinh viên với mình không?,0,,
,"Mình biết cậu mua đáp án môn Học máy, trả 200k để tớ không nói.",1,,
,"Cho thuê tài khoản để thi hộ, giá 500k, bao qua môn.",1,,
,"Ai làm rồi cho mình xem đáp án môn Trí tuệ nhân tạo với, mình trả 200k.",1,,
,"Mình có tool lấy mật khẩu sinh viên, ai cần ib ib riêng, giá 10 triệu.",1,,
,nhóm mình họp lúc thứ 6 này ở thư viện nhé.,0,,
,"Cảm ơn bạn nhiều, tài liệu rất hữu ích cho đề tài Chatbot tư vấn tuyển sinh.",0,,
,"Có cách nào qua môn Thương mại điện tử không, cần đáp án gấp, giá 500k.",1,,
,"Ai muốn xóa log gian lận thì liên hệ số 0987..., giá 10 triệu.",1,,
,ai muốn tham gia nhóm làm đề tài ai phát hiện gian lận không?,0,,
,Mọi người nghĩ đề tài Ứng dụng học tiếng Anh nên dùng công nghệ gì?,0,,
,Ai có kinh nghiệm về AI phát hiện gian lận muốn join nhóm không?,0,,
,"Cần giấy bác sĩ giả để xin hoãn thi môn Phân tích thiết kế hệ thống, trả 200k.",1,,
,Mình đã tạo form điểm danh nhóm đề tài Ứng dụng học tiếng Anh.,0,,
,"Thầy thầy Bình ơi, em nộp đề tài Hệ thống thư viện muộn được không ạ?",0,,
,"Cần xin điểm B+ môn Cơ sở dữ liệu, trả 1 triệu, ib ib riêng.",1,,
,"ai viết đánh giá 5 sao cho đề tài ứng dụng quản lý sinh viên không, mình trả 10 triệu.",1,,
,Mình muốn hỏi về quy định trích dẫn trong báo cáo đề tài Hệ thống đặt vé xe.,0,,
,"Nhóm mình thiếu người, ai rảnh tham gia đề tài Ứng dụng quản lý sinh viên nhé.",0,,
,"Bán tài liệu môn Lập trình web giá 500k, chuyển khoản trước rồi mình gửi link tinyurl.com/....",1,,
,"Nhóm mình có người làm hộ, ai muốn tham gia trả 1 triệu.",1,,
,"Ai biết cách hack tài khoản trường không, chỉ mình với, trả 100k.",1,,
,"Bán quyền đăng ký đề tài Chatbot tư vấn tuyển sinh môn Cơ sở dữ liệu, giá 1 triệu.",1,,
,"Ai làm rồi cho mình xem đáp án môn An toàn thông tin với, mình trả 200k.",1,,
,"mọi người ơi, mình đã cập nhật file đề tài hệ thống thư viện lên drive.",0,,
,"Mình gửi link tài liệu đề tài Hệ thống thư viện, mọi người kiểm tra nhé.",0,,
,"Bán slot đề tài Website đăng ký đề tài cho ai chưa đăng ký, giá 100k, ib Telegram @abc.",1,,
,"Không đăng nhập được vào trang đăng ký đề tài, ai giúp với.",0,,
,Chốt lịch họp nhóm ngày mai nha mọi người.,0,,
,Mọi người thấy đề tài Hệ thống thư viện có phù hợp cho sinh viên năm 3 không?,0,,
,Tìm cậu cùng làm đề tài Hệ thống điểm danh môn Học máy.,0,,
,"Dịch vụ làm hộ đồ án Website đăng ký đề tài, cam kết qua môn, không qua hoàn tiền.",1,,
,"Ai cần tài khoản trường để đăng ký đề tài Hệ thống điểm danh không, mình cho thuê 2 triệu.",1,,
,"Mình có nguồn đề thi môn Lập trình web, chỉ cần trả 200k qua Zalo 09xx.",1,,
,Ai có kinh nghiệm về Chatbot tư vấn tuyển sinh cho mình hỏi chút.,0,,
,"Kêu gọi quyên góp cho lớp, ai chuyển 5 triệu mình ghi nhận điểm rèn luyện.",1,,
,cho mình hỏi yêu cầu đề tài web bán đồ ăn môn khai phá dữ liệu với ạ.,0,,
,"Mình có tool lấy mật khẩu sinh viên, ai cần ib Zalo 09xx, giá 200k.",1,,
,"Ai muốn được tính điểm nhóm dù không làm gì thì liên hệ Zalo 09xx, giá 200k.",1,,
,"Bán đề tài Ứng dụng học tiếng Anh môn Trí tuệ nhân tạo, có full báo cáo và slide, giá 2 triệu. Ai cần ib số 0987....",1,,
,"Ai cần mua đề tài AI phát hiện gian lận không? Bao trọn gói báo cáo, code, slide, giá 100k.",1,,
,"Bán tài khoản học tập môn Khai phá dữ liệu, giá 50k, ib Zalo 09xx.",1,,
,Tìm bạn cùng làm đề tài Website bán hàng môn Nhập môn lập trình.,0,,
,"Cần mua đánh giá tốt cho giảng viên cô Phương, giá 1 triệu.",1,,
,Nhóm mình họp lúc thứ 6 này ở thư viện nhé.,0,,
,Tống tiền: đưa 2 triệu nếu không muốn bị đánh.,1,,
,"mình muốn đăng ký đề tài ứng dụng quản lý chi tiêu, mọi người cho mình hỏi thủ tục.",0,,
,"Ai muốn yên thân thì trả 500k, ib số 0987....",1,,
,"Nhờ người quen trong khoa sửa điểm, giá 1 triệu.",1,,
,Chốt lịch họp nhóm ngày mai nha mọi người.,0,,
,Mình cảm ơn nhóm đã hỗ trợ trong đề tài Ứng dụng quản lý sinh viên.,0,,
,thầy cô phương đã duyệt đề tài ứng dụng quản lý chi tiêu cho tớ chưa?,0,,
,Ai có kinh nghiệm về AI phát hiện gian lận muốn join nhóm không?,0,,
,"tớ đọc paper về chatbot tư vấn tuyển sinh, thấy khá hay, mọi người tham khảo.",0,,
,Tống tiền: đưa 5 triệu nếu không muốn bị đánh.,1,,
,Mọi người cho mình hỏi quy định về tài liệu tham khảo với.,0,,
,"Nhờ thầy thầy Nam nâng điểm chuyên cần, giá 50k.",1,,
,"Nhóm trưởng gian lận, mình có bằng chứng, ai muốn mua im lặng ib Telegram @abc.",1,,
,"Thuê làm hộ đồ án Ứng dụng quản lý sinh viên, trả 100k, yêu cầu không ai biết.",1,,
,"pass slot đề tài hệ thống điểm danh, bao duyệt, giá 200k, ib zalo 09xx.",1,,
,Ai biết cách sửa lỗi upload file đề tài Website bán hàng không?,0,,
,"Mọi người ơi, mình đã cập nhật file đề tài Website bán hàng lên drive.",0,,
,"tớ từng làm đề tài ứng dụng đặt lịch khám, mọi người nên bắt đầu sớm.",0,,
,Cảm ơn nhóm đã làm việc chăm chỉ cho đề tài Hệ thống thư viện.,0,,
,Kinh nghiệm của mình là chọn đề tài Ứng dụng quản lý chi tiêu nên tập trung vào demo.,0,,
,"Cần người đứng tên nhóm môn Cơ sở dữ liệu, trả 1 triệu, ib Telegram @abc.",1,,
,Thầy thầy Bình yêu cầu sinh viên mua tài liệu môn Lập trình web giá 5 triệu.,1,,
,"Cần người tạo tài khoản ảo để vote đề tài Ứng dụng quản lý sinh viên, trả 500k.",1,,
,"Nếu không chuyển 50k, mình sẽ xóa đề tài Hệ thống đặt vé xe của bạn.",1,,
,Mọi người cho hỏi deadline bài tập lớn môn Nhập môn lập trình ạ.,0,,
,"Nhờ người quen trong khoa sửa điểm, giá 5 triệu.",1,,
,"Mình đã pass đề tài Chatbot tư vấn tuyển sinh, ai cần hỏi gì cứ hỏi nhé.",0,,
,"Ai cần giấy khen giả để xét học bổng, ib Telegram @abc, giá 10 triệu.",1,,
,"Mọi người ơi, phần khó nhất của đề tài Web bán đồ ăn là gì?",0,,
,"Còn 1 slot đề tài Chatbot tư vấn tuyển sinh, ai nhanh tay chuyển 500k.",1,,
,"Mình muốn đổi điểm đề tài Ứng dụng quản lý sinh viên, ai giúp ib Zalo 09xx, hậu tạ 5 triệu.",1,,
,"Mình bán tài khoản đã verify, dùng đăng ký đề tài Web bán đồ ăn, giá 5 triệu.",1,,
,Đề tài AI phát hiện gian lận của thầy cô Phương có còn slot không mọi người?,0,,
,Kinh nghiệm của mình là chọn đề tài AI phát hiện gian lận nên tập trung vào demo.,0,,
,"Ai biết cách hack tài khoản trường không, chỉ mình với, trả 5 triệu.",1,,
,"Bán đáp án thi cuối kỳ môn Học máy, giá 2 triệu, ib Zalo 09xx.",1,,
,"Mình có tool lấy mật khẩu sinh viên, ai cần ib nick mess, giá 100k.",1,,
,"Bán tool spam đánh giá môn Công nghệ phần mềm, giá 200k.",1,,
,"Mình đang tìm hiểu về Chatbot tư vấn tuyển sinh, có ai thảo luận không?",0,,
,"làm giả chữ ký giảng viên thầy nam, giá 5 triệu.",1,,
,Quy định bảo vệ đề tài Hệ thống điểm danh gồm những gì ạ?,0,,
,"Mình có nhiều tài khoản ảo, ai cần đăng ký đề tài ib Facebook.",1,,
,"Mình có thể sửa kết quả bình chọn đề tài, giá 10 triệu.",1,,
,"Thuê làm hộ đồ án Hệ thống thư viện, trả 200k, yêu cầu không ai biết.",1,,
,Quy định về số thành viên nhóm đề tài Website bán hàng là bao nhiêu?,0,,
,"Bán tài khoản học tập môn Trí tuệ nhân tạo, giá 5 triệu, ib nick mess.",1,,
,"Cần bán gấp slot đề tài Web bán đồ ăn, giá 1 triệu, liên hệ Facebook.",1,,
,Cô thầy Nam có thể gợi ý tài liệu cho đề tài Chatbot tư vấn tuyển sinh không ạ?,0,,
,"Bên mình nhận làm đề tài AI phát hiện gian lận, báo cáo, slide, giá 5 triệu, ib Facebook.",1,,
,"kêu gọi quyên góp cho lớp, ai chuyển 200k mình ghi nhận điểm rèn luyện.",1,,
,Mình đã tạo form điểm danh nhóm đề tài Website bán hàng.,0,,
,"Mọi người ơi, deadline đề tài Ứng dụng đặt lịch khám là khi nào vậy?",0,,
,"Lỗi 500 khi truy cập môn Khai phá dữ liệu, mọi người ơi.",0,,
,"mình chưa biết bắt đầu đề tài ứng dụng đặt lịch khám từ đâu, ai giúp với.",0,,
,mình cần hướng dẫn sử dụng công cụ cho đề tài website bán hàng.,0,,
,"Làm hộ báo cáo Hệ thống thư viện môn Trí tuệ nhân tạo, chỉ 10 triệu, giao đúng hạn.",1,,
,"Ai muốn nhóm tớ đánh giá cao thì chuyển 5 triệu, ib số 0987....",1,,
,Đề tài Hệ thống thư viện cần biết trước công nghệ gì ạ?,0,,
,Mình có chút góp ý cho phần mở đầu báo cáo.,0,,
,Ai chưa nộp phần của mình cho đề tài Hệ thống điểm danh thì gửi gấp.,0,,
,"Biết nhóm bạn mua đề tài Ứng dụng học tiếng Anh, đưa 500k mình im lặng.",1,,
,"Bán quyền đăng ký đề tài Chatbot tư vấn tuyển sinh môn Thương mại điện tử, giá 50k.",1,,
,"Thầy cô Mai ơi, em nộp đề tài Hệ thống đặt vé xe muộn được không ạ?",0,,
,"Mình có nguồn đề thi môn Học máy, chỉ cần trả 200k qua Zalo 09xx.",1,,
,"Khóa học làm đề tài Ứng dụng quản lý chi tiêu giá 200k, đăng ký ngay tại tinyurl.com/....",1,,
,Mình cần hỏi về thủ tục xin đổi đề tài Ứng dụng học tiếng Anh.,0,,
,"Thanh lý đề tài Ứng dụng quản lý chi tiêu môn Cơ sở dữ liệu, giá 500k, tặng kèm tài liệu ôn bảo vệ.",1,,
,"Mình giữ slot đề tài Ứng dụng quản lý sinh viên môn Cơ sở dữ liệu, pass lại giá 200k.",1,,
,"Nick này là giảng viên cô Lan, ai muốn nâng điểm ib Facebook, giá 500k.",1,,
,"Nhóm tớ đang tuyển thành viên, không yêu cầu quá cao.",0,,
,"Dịch vụ làm hộ đồ án AI phát hiện gian lận, cam kết qua môn, không qua hoàn tiền.",1,,
,"Mình còn phần báo cáo chưa xong, ai giúp được không?",0,,
,"Ai cần mua đề tài Ứng dụng quản lý sinh viên không? Bao trọn gói báo cáo, code, slide, giá 50k.",1,,
,"cần bán gấp slot đề tài hệ thống thư viện, giá 500k, liên hệ zalo 09xx.",1,,
,Còn bao lâu nữa đến hạn nộp đề tài Chatbot tư vấn tuyển sinh vậy?,0,,
,Mình cần hướng dẫn sử dụng công cụ cho đề tài Website bán hàng.,0,,
,"Nhóm mình thiếu người, ai vào nhóm chỉ cần nộp tiền 100k, không cần làm gì.",1,,
,"Nhóm mình thiếu người, ai rảnh tham gia đề tài Ứng dụng đặt lịch khám nhé.",0,,
,Bạn nào muốn làm đề tài Ứng dụng quản lý chi tiêu với mình thì ib nhé.,0,,
,"Cho thuê tài khoản để thi hộ, giá 200k, bao qua môn.",1,,
,"Nhóm mình đã chốt đề tài Web bán đồ ăn, mọi người xem qua nhé.",0,,
,"Nhóm trưởng gian lận, mình có bằng chứng, ai muốn mua im lặng ib số 0987....",1,,
,"mình gửi bản nháp đề tài ứng dụng quản lý sinh viên, mọi người xem giúp.",0,,
,"bán tài khoản học tập môn lập trình web, giá 100k, ib số 0987....",1,,
,"thuê làm hộ đồ án website bán hàng, trả 50k, yêu cầu không ai biết.",1,,
,Đề tài Hệ thống đặt vé xe cần biết trước công nghệ gì ạ?,0,,
,"Mình muốn đổi điểm đề tài Chatbot tư vấn tuyển sinh, ai giúp ib nick mess, hậu tạ 200k.",1,,
,"Bán tool spam đánh giá môn Phân tích thiết kế hệ thống, giá 1 triệu.",1,,
,"Bán tool spam đánh giá môn An toàn thông tin, giá 5 triệu.",1,,
,"Cần bán gấp slot đề tài Website đăng ký đề tài, giá 200k, liên hệ Telegram @abc.",1,,
,"Mọi người ơi, đề tài Ứng dụng học tiếng Anh môn Phân tích thiết kế hệ thống có khó không?",0,,
,"Nhóm mình có người làm hộ, ai muốn tham gia trả 100k.",1,,
,"Cho mượn tài khoản qua môn Công nghệ phần mềm, giá 2 triệu.",1,,
,"Mình cần đáp án bài thi Nhập môn lập trình, ai có ib ib riêng, trả 200k.",1,,
,"mình có sẵn đề tài website bán hàng đã bảo vệ, pass thầy hùng, chỉ 2 triệu, không cần làm gì.",1,,
,"Dịch vụ xâm nhập tài khoản giảng viên cô Mai, giá 500k.",1,,
,"Theo mọi người, thuật toán nào phù hợp cho đề tài Ứng dụng học tiếng Anh?",0,,
,"cần người đứng tên nhóm môn thương mại điện tử, trả 10 triệu, ib zalo 09xx.",1,,
,"Thuê làm hộ đồ án AI phát hiện gian lận, trả 200k, yêu cầu không ai biết.",1,,
,"Bán suất đăng ký đề tài Ứng dụng học tiếng Anh cho khóa dưới, giá 500k.",1,,
,tìm bạn cùng làm đề tài ai phát hiện gian lận môn nhập môn lập trình.,0,,
,"Mình đã pass đề tài AI phát hiện gian lận, ai cần hỏi gì cứ hỏi nhé.",0,,
,"Ai cần giấy khen giả để xét học bổng, ib Zalo 09xx, giá 100k.",1,,
,"Thầy cô Phương ơi, em nộp đề tài Ứng dụng học tiếng Anh muộn được không ạ?",0,,
,"Ai muốn nhóm mình đánh giá cao thì chuyển 200k, ib Telegram @abc.",1,,
,Thầy cô Lan yêu cầu sinh viên mua tài liệu môn Thương mại điện tử giá 2 triệu.,1,,
,"Nhận đăng ký đề tài hộ, giá 10 triệu, ib Facebook.",1,,
,"mình có nhiều tài khoản ảo, ai cần đăng ký đề tài ib zalo 09xx.",1,,
,Ai từng làm đề tài Ứng dụng quản lý sinh viên rồi cho mình xin review.,0,,
,"Tài khoản giảng viên cô Lan bị lỗi, sinh viên gửi thông tin qua link bit.ly/....",1,,
,"Ai muốn nhóm mình đánh giá cao thì chuyển 2 triệu, ib Zalo 09xx.",1,,
,Kinh nghiệm làm đề tài Website đăng ký đề tài là chia nhỏ task ra nhé.,0,,
,Có ai biết quy định xin gia hạn deadline môn Khai phá dữ liệu không?,0,,
,"mình có ảnh nhạy cảm của bạn, chuyển 100k nếu không muốn bị phát tán.",1,,
,"Nhận chạy tool, code đề tài Ứng dụng quản lý sinh viên, giá 100k, liên hệ ib riêng.",1,,
,cảm ơn nhóm đã làm việc chăm chỉ cho đề tài hệ thống đặt vé xe.,0,,
,Thông báo họp nhóm môn Lập trình web vào thứ 6 này.,0,,
,"Khóa học làm đề tài Chatbot tư vấn tuyển sinh giá 2 triệu, đăng ký ngay tại tinyurl.com/....",1,,
,"thầy cô phương ơi, cho em hỏi về đề tài hệ thống đặt vé xe với ạ.",0,,
,"Biết nhóm bạn mua đề tài Ứng dụng đặt lịch khám, đưa 5 triệu mình im lặng.",1,,
,"Ai cần mua đề tài Ứng dụng đặt lịch khám không? Bao trọn gói báo cáo, code, slide, giá 100k.",1,,
,Thảo luận chút: đề tài Ứng dụng đặt lịch khám nên làm web hay mobile?,0,,
,"Không đăng nhập được vào trang đăng ký đề tài, ai giúp với.",0,,
,"Còn 1 slot đề tài Hệ thống thư viện, ai nhanh tay chuyển 10 triệu.",1,,
,"cô cô phương không kiểm tra đâu, ai muốn vào nhóm cho có thì trả 200k.",1,,
,"mình có sẵn đề tài website đăng ký đề tài đã bảo vệ, pass cô lan, chỉ 10 triệu, không cần làm gì.",1,,
,Ai biết cách đăng ký đề tài Hệ thống thư viện trên hệ thống không?,0,,
,"Mình muốn đăng ký đề tài Website đăng ký đề tài, mọi người cho mình hỏi thủ tục.",0,,
,Mình đã tạo form điểm danh nhóm đề tài AI phát hiện gian lận.,0,,
,Đề tài Hệ thống thư viện của thầy cô Mai có còn slot không mọi người?,0,,
,"Ai giúp mình xin điểm cao môn Thương mại điện tử, mình trả 200k.",1,,
,"Bán slot đề tài Ứng dụng quản lý chi tiêu cho ai chưa đăng ký, giá 10 triệu, ib Zalo 09xx.",1,,
,"Nhóm ơi, mình đã xong phần tài liệu đề tài Ứng dụng học tiếng Anh.",0,,
,"Nhóm ơi, mình cập nhật tiến độ đề tài Ứng dụng quản lý sinh viên vào tối nay nhé.",0,,
,"Mình gửi bản nháp đề tài Web bán đồ ăn, mọi người xem giúp.",0,,
,"Cần đáp án bài kiểm tra Khai phá dữ liệu, ai có share mình với, hậu tạ 100k.",1,,
,"Dịch vụ nâng điểm môn Nhập môn lập trình, giá 10 triệu, ai cần ib số 0987....",1,,
,"Quảng cáo: mua báo cáo Website đăng ký đề tài tặng kèm bảo vệ, giá 500k.",1,,
,"Cần tài liệu về Website đăng ký đề tài, ai có gửi giúp mình.",0,,
,"Ai cần tài khoản trường để đăng ký đề tài Ứng dụng quản lý chi tiêu không, mình cho thuê 200k.",1,,
,"Mình không nộp được báo cáo môn Phân tích thiết kế hệ thống, ai kiểm tra giúp.",0,,
,"Mình còn phần báo cáo chưa xong, ai giúp được không?",0,,
,Chia sẻ với mọi người cách mình quản lý thời gian làm đề tài Web bán đồ ăn.,0,,
,"Nhóm mình thiếu người, ai rảnh tham gia đề tài Ứng dụng học tiếng Anh nhé.",0,,
,"mình chưa biết bắt đầu đề tài ứng dụng quản lý chi tiêu từ đâu, ai giúp với.",0,,
,"Kêu gọi quyên góp cho lớp, ai chuyển 100k mình ghi nhận điểm rèn luyện.",1,,
,"Làm giả chữ ký giảng viên cô Mai, giá 500k.",1,,
,Cô cô Phương nhắn riêng: đóng 1 triệu để được duyệt đề tài AI phát hiện gian lận.,1,,
,Ai biết cách đăng ký đề tài Website đăng ký đề tài trên hệ thống không?,0,,
,"Mình quên deadline nộp slide đề tài AI phát hiện gian lận, ai nhắc với.",0,,
,"Dịch vụ tăng lượt tương tác cho đề tài Hệ thống đặt vé xe, giá 5 triệu.",1,,
,ai chưa vào nhóm đề tài hệ thống điểm danh thì báo mình.,0,,
,"Bán tài liệu môn Khai phá dữ liệu giá 50k, chuyển khoản trước rồi mình gửi link tinyurl.com/....",1,,
,"tài liệu này hữu ích cho đề tài ứng dụng học tiếng anh, mọi người tham khảo nhé.",0,,
,"Ai muốn chiếm slot đề tài AI phát hiện gian lận thì mình hack giúp, giá 5 triệu.",1,,
,Mình cần xác nhận đăng ký đề tài Ứng dụng quản lý sinh viên với thầy cô Mai.,0,,
,"Cần bán gấp đề tài Ứng dụng quản lý chi tiêu, đảm bảo qua môn, ai ib Telegram @abc tớ gửi demo.",1,,
,"nhận viết hộ báo cáo website bán hàng, giá 200k, tặng slide thuyết trình.",1,,
,"Nhóm ơi, mình cập nhật tiến độ đề tài Hệ thống đặt vé xe vào tối nay nhé.",0,,
,"Bán slot đăng ký đề tài Hệ thống thư viện, ai cần ib nick mess, giá 200k.",1,,
,"Mình muốn đổi điểm đề tài Ứng dụng học tiếng Anh, ai giúp ib Facebook, hậu tạ 10 triệu.",1,,
,"Cần mua đánh giá tốt cho giảng viên thầy Nam, giá 200k.",1,,
,Mọi người cho mình feedback về ý tưởng đề tài Website bán hàng với.,0,,
,"Ai cần làm hộ bài tập lớn Ứng dụng quản lý chi tiêu không? Mình làm từ A-Z, giá 200k.",1,,
